episode,episode_reward,implementation_shortfall,action_std,policy_loss,value_loss
1,0.13512868270960157,-13.809102773155743,0.03,1.5400022466694763,0.003161534595079044
2,-0.04861850065507448,4.562708303052986,0.03,1.5400022466694763,0.003161534595079044
3,0.0201018538205247,-2.3075635025996917,0.03,1.5400022466694763,0.003161534595079044
4,0.11697652169029571,-11.994640463362245,0.03,1.5400022466694763,0.003161534595079044
5,0.1087442488632677,-11.173746237720067,0.03,1.5400022466694763,0.003161534595079044
6,0.10770976737406567,-11.06721489387516,0.03,1.5400022466694763,0.003161534595079044
7,0.06384345795511408,-6.684423735072869,0.03,1.5400022466694763,0.003161534595079044
8,0.014970421516091499,-1.793454797778523,0.03,1.5400022466694763,0.003161534595079044
9,-0.024181868667732347,2.1381357383470743,0.029106145251396646,1.1970281991540674,0.0014629951152003902
10,-0.046955073068500434,4.413803730778369,0.029106145251396646,1.1970281991540674,0.0014629951152003902
11,0.152998751198219,-15.58305213682354,0.029106145251396646,1.1970281991540674,0.0014629951152003902
12,-0.022520728104968333,1.9714787936622429,0.029106145251396646,1.1970281991540674,0.0014629951152003902
13,-0.0524961933993144,4.967167435639425,0.029106145251396646,1.1970281991540674,0.0014629951152003902
14,0.021076801183329278,-2.3905938125001853,0.029106145251396646,1.1970281991540674,0.0014629951152003902
15,0.08773839234825455,-9.054531097085402,0.029106145251396646,1.1970281991540674,0.0014629951152003902
16,-0.04736456399521233,4.456788520642107,0.029106145251396646,1.1970281991540674,0.0014629951152003902
17,-0.10392059966929097,10.106507329907075,0.028212290502793294,1.0990915243642545,0.001040341345838856
18,0.010579579825480022,-1.3398084613780554,0.028212290502793294,1.0990915243642545,0.001040341345838856
19,-0.060869212757256784,5.804573486405189,0.028212290502793294,1.0990915243642545,0.001040341345838856
20,-0.07480039868751466,7.196905197775308,0.028212290502793294,1.0990915243642545,0.001040341345838856
21,0.044010260098771375,-4.68692634197771,0.028212290502793294,1.0990915243642545,0.001040341345838856
22,-0.11777591747000792,11.494804142634464,0.028212290502793294,1.0990915243642545,0.001040341345838856
23,-0.0195383678017852,1.6713593713484585,0.028212290502793294,1.0990915243642545,0.001040341345838856
24,-0.040502409521223325,3.7683026102798465,0.028212290502793294,1.0990915243642545,0.001040341345838856
25,0.13313429879855238,-13.59306469691839,0.02731843575418994,1.0925290240403873,0.0015108028175231973
26,-0.14387260974863714,14.107719588037426,0.02731843575418994,1.0925290240403873,0.0015108028175231973
27,-0.03180578087571829,2.899388669199084,0.02731843575418994,1.0925290240403873,0.0015108028175231973
28,-0.11942594355985614,11.662074678064727,0.02731843575418994,1.0925290240403873,0.0015108028175231973
29,-0.06455446173157875,6.174148087727346,0.02731843575418994,1.0925290240403873,0.0015108028175231973
30,0.07268281949491866,-7.549692508728555,0.02731843575418994,1.0925290240403873,0.0015108028175231973
31,0.10373391980579154,-10.65305985245108,0.02731843575418994,1.0925290240403873,0.0015108028175231973
32,0.06031721607321415,-6.313532133978001,0.02731843575418994,1.0925290240403873,0.0015108028175231973
33,0.009307518724191919,-1.2116352993683819,0.026424581005586593,1.0954400945552978,0.0008167798266960025
34,0.06463059100691136,-6.743876044846218,0.026424581005586593,1.0954400945552978,0.0008167798266960025
35,0.0736912209124497,-7.6472245294429655,0.026424581005586593,1.0954400945552978,0.0008167798266960025
36,-0.03293580453281344,3.011674158200293,0.026424581005586593,1.0954400945552978,0.0008167798266960025
37,-0.01253073343282111,0.9720049533762563,0.026424581005586593,1.0954400945552978,0.0008167798266960025
38,0.06472686877971479,-6.754778300494635,0.026424581005586593,1.0954400945552978,0.0008167798266960025
39,0.05635530018132526,-5.917048686261978,0.026424581005586593,1.0954400945552978,0.0008167798266960025
40,0.11626732018003669,-11.908310383030752,0.026424581005586593,1.0954400945552978,0.0008167798266960025
41,-0.12767371315860823,12.488891647894732,0.02553072625698324,1.0151101645686351,0.001438594662998172
42,0.14063544393010716,-14.344804349055309,0.02553072625698324,1.0151101645686351,0.001438594662998172
43,-0.028723506794872185,2.593842059477666,0.02553072625698324,1.0151101645686351,0.001438594662998172
44,-0.1178196287394502,11.503408058383755,0.02553072625698324,1.0151101645686351,0.001438594662998172
45,-0.09612376231153812,9.332678358220505,0.02553072625698324,1.0151101645686351,0.001438594662998172
46,-0.09053966260474011,8.773930269433151,0.02553072625698324,1.0151101645686351,0.001438594662998172
47,0.02081327486794852,-2.358941470380941,0.02553072625698324,1.0151101645686351,0.001438594662998172
48,-0.03492880843686637,3.212665612582839,0.02553072625698324,1.0151101645686351,0.001438594662998172
49,-0.08089744463406168,7.810952118012494,0.024636871508379888,1.0103037071038643,0.002771597683634606
50,-0.12549371203296025,12.269625352820114,0.024636871508379888,1.0103037071038643,0.002771597683634606
51,-0.0687504620710891,6.595780867769008,0.024636871508379888,1.0103037071038643,0.002771597683634606
52,-0.04153216963817589,3.8729392350014535,0.024636871508379888,1.0103037071038643,0.002771597683634606
53,0.05872029266608117,-6.15018302590623,0.024636871508379888,1.0103037071038643,0.002771597683634606
54,0.06884675683301407,-7.164374103060112,0.024636871508379888,1.0103037071038643,0.002771597683634606
55,-0.09699516184336623,9.423457415725323,0.024636871508379888,1.0103037071038643,0.002771597683634606
56,0.36019064453085886,-36.29931074175116,0.024636871508379888,1.0103037071038643,0.002771597683634606
57,-0.10165131477315395,9.888573262847032,0.023743016759776536,0.8970980952054339,0.002652852000167386
58,-0.1669824535976148,16.419287260214077,0.023743016759776536,0.8970980952054339,0.002652852000167386
59,-0.08421859347979538,8.144740996335514,0.023743016759776536,0.8970980952054339,0.002652852000167386
60,0.017403946123141143,-2.016283826155899,0.023743016759776536,0.8970980952054339,0.002652852000167386
61,0.16225988644321918,-16.502178996226192,0.023743016759776536,0.8970980952054339,0.002652852000167386
62,-0.014789262758297573,1.2015541691506115,0.023743016759776536,0.8970980952054339,0.002652852000167386
63,0.23188391097493724,-23.46492420117731,0.023743016759776536,0.8970980952054339,0.002652852000167386
64,0.05560733201348392,-5.8376642934023835,0.023743016759776536,0.8970980952054339,0.002652852000167386
65,-0.11111174794257246,10.84331112489609,0.022849162011173183,0.7593348083965041,0.0014583803328658209
66,-0.07244020195129436,6.9747613514623765,0.022849162011173183,0.7593348083965041,0.0014583803328658209
67,0.10972790272051343,-11.242048437339378,0.022849162011173183,0.7593348083965041,0.0014583803328658209
68,0.06391009432594248,-6.658954257054219,0.022849162011173183,0.7593348083965041,0.0014583803328658209
69,-0.07464487280700244,7.1943742483268665,0.022849162011173183,0.7593348083965041,0.0014583803328658209
70,-0.0820486933177801,7.931529073283571,0.022849162011173183,0.7593348083965041,0.0014583803328658209
71,-0.0023863031803933914,-0.02874901578616118,0.022849162011173183,0.7593348083965041,0.0014583803328658209
72,0.07540747073127323,-7.810778736736864,0.022849162011173183,0.7593348083965041,0.0014583803328658209
73,-0.09117924310609599,8.856721828988654,0.021955307262569834,0.7392103907659372,0.0011871831759956164
74,0.058636922257784274,-6.132047078220452,0.021955307262569834,0.7392103907659372,0.0011871831759956164
75,-0.03110856013028924,2.8443666095382554,0.021955307262569834,0.7392103907659372,0.0011871831759956164
76,0.07589659699009461,-7.859577461393798,0.021955307262569834,0.7392103907659372,0.0011871831759956164
77,0.018914775641329328,-2.1614292938796495,0.021955307262569834,0.7392103907659372,0.0011871831759956164
78,-0.01742618147321125,1.4761008426070106,0.021955307262569834,0.7392103907659372,0.0011871831759956164
79,0.12052805189483023,-12.323400976633124,0.021955307262569834,0.7392103907659372,0.0011871831759956164
80,-0.09997773682950847,9.726041220897358,0.021955307262569834,0.7392103907659372,0.0011871831759956164
81,-0.11303252824952587,11.032936023301232,0.021061452513966482,0.7153175336910303,0.00064260372121246
82,0.024947882272055542,-2.761574212823021,0.021061452513966482,0.7153175336910303,0.00064260372121246
83,-0.033066815431734516,3.0378165642951274,0.021061452513966482,0.7153175336910303,0.00064260372121246
84,-0.0023662138212762764,-0.030096609777672256,0.021061452513966482,0.7153175336910303,0.00064260372121246
85,0.07174644300721576,-7.442876476750129,0.021061452513966482,0.7153175336910303,0.00064260372121246
86,-0.01307208350972505,1.0396939559122274,0.021061452513966482,0.7153175336910303,0.00064260372121246
87,-0.06771026301933793,6.501434338426591,0.021061452513966482,0.7153175336910303,0.00064260372121246
88,0.006163555568928597,-0.8824753930524167,0.021061452513966482,0.7153175336910303,0.00064260372121246
89,-0.024163630103936334,2.151929078504182,0.02016759776536313,0.6870905868407661,0.0019390431945118703
90,-0.07959433627865418,7.696521315451648,0.02016759776536313,0.6870905868407661,0.0019390431945118703
91,-0.13278601796261427,13.012069242760688,0.02016759776536313,0.6870905868407661,0.0019390431945118703
92,0.11993824612744557,-12.262021857053057,0.02016759776536313,0.6870905868407661,0.0019390431945118703
93,-0.08046223316248022,7.781807541309249,0.02016759776536313,0.6870905868407661,0.0019390431945118703
94,0.0429949292330539,-4.5683527269638375,0.02016759776536313,0.6870905868407661,0.0019390431945118703
95,-0.2036408297204371,20.10089039852687,0.02016759776536313,0.6870905868407661,0.0019390431945118703
96,0.1367259410060264,-13.938318486202746,0.02016759776536313,0.6870905868407661,0.0019390431945118703
97,0.009896494591379068,-1.2558343225937563,0.019273743016759777,0.7259884288253334,0.0025402130594941643
98,0.14749542233062685,-15.019734268888286,0.019273743016759777,0.7259884288253334,0.0025402130594941643
99,0.06199054236458,-6.467845329035569,0.019273743016759777,0.7259884288253334,0.0025402130594941643
100,0.04575483351456657,-4.845724546629498,0.019273743016759777,0.7259884288253334,0.0025402130594941643
101,-0.1198536844633139,11.718879509154078,0.019273743016759777,0.7259884288253334,0.0025402130594941643
102,0.20512581912034816,-20.78007568280782,0.019273743016759777,0.7259884288253334,0.0025402130594941643
103,0.08730460639502016,-8.994343269279028,0.019273743016759777,0.7259884288253334,0.0025402130594941643
104,-0.1151360627423172,11.244027924813864,0.019273743016759777,0.7259884288253334,0.0025402130594941643
105,-0.034265965395990604,3.1604242853219375,0.018379888268156425,0.6483543711379465,0.0015502911358157647
106,-0.0153342887456055,1.2660700046205164,0.018379888268156425,0.6483543711379465,0.0015502911358157647
107,0.006961099890033901,-0.963741041193714,0.018379888268156425,0.6483543711379465,0.0015502911358157647
108,-0.06099159501495218,5.835314195921228,0.018379888268156425,0.6483543711379465,0.0015502911358157647
109,0.012822179037322107,-1.5515375657752202,0.018379888268156425,0.6483543711379465,0.0015502911358157647
110,-0.16779559065949837,16.511905223724497,0.018379888268156425,0.6483543711379465,0.0015502911358157647
111,-0.022457083322617484,1.9804193674207227,0.018379888268156425,0.6483543711379465,0.0015502911358157647
112,-0.05253292855829014,4.987074152608699,0.018379888268156425,0.6483543711379465,0.0015502911358157647
113,-0.07752913617256242,7.489050503966055,0.017486033519553072,0.6353866965009318,0.0016835568458225612
114,0.031788853973149345,-3.4462511296668197,0.017486033519553072,0.6353866965009318,0.0016835568458225612
115,-0.04553297065769639,4.28419368742334,0.017486033519553072,0.6353866965009318,0.0016835568458225612
116,-0.22504370372628862,22.237730456297527,0.017486033519553072,0.6353866965009318,0.0016835568458225612
117,-0.04047345199116276,3.782720889438991,0.017486033519553072,0.6353866965009318,0.0016835568458225612
118,-0.04318879194202374,4.048496705854745,0.017486033519553072,0.6353866965009318,0.0016835568458225612
119,0.10144867777553312,-10.409660437625575,0.017486033519553072,0.6353866965009318,0.0016835568458225612
120,0.0793453912067443,-8.20134235102961,0.017486033519553072,0.6353866965009318,0.0016835568458225612
121,-0.037732643642875846,3.504727569033605,0.01659217877094972,0.6578847579606053,0.001122640828103113
122,0.007360326515454655,-1.0013022928341258,0.01659217877094972,0.6578847579606053,0.001122640828103113
123,0.02645317416833058,-2.90676226085246,0.01659217877094972,0.6578847579606053,0.001122640828103113
124,-0.07208302383392384,6.944962390101452,0.01659217877094972,0.6578847579606053,0.001122640828103113
125,-0.033849540964596275,3.1231264467023436,0.01659217877094972,0.6578847579606053,0.001122640828103113
126,-0.17231680689726925,16.965084818742994,0.01659217877094972,0.6578847579606053,0.001122640828103113
127,-0.05609363340837717,5.344450390363022,0.01659217877094972,0.6578847579606053,0.001122640828103113
128,-0.04700864106764584,4.4339126756769645,0.01659217877094972,0.6578847579606053,0.001122640828103113
129,-0.04933383347214271,4.668905508127565,0.015698324022346367,0.6921826728036637,0.0012524895484928784
130,0.04227057573929348,-4.4952796256330885,0.015698324022346367,0.6921826728036637,0.0012524895484928784
131,0.06828621276239263,-7.0987088369808475,0.015698324022346367,0.6921826728036637,0.0012524895484928784
132,0.13349831419930758,-13.612903164581013,0.015698324022346367,0.6921826728036637,0.0012524895484928784
133,0.13373668822049747,-13.642072483678362,0.015698324022346367,0.6921826728036637,0.0012524895484928784
134,0.06714427724247213,-6.979863653987067,0.015698324022346367,0.6921826728036637,0.0012524895484928784
135,-0.05090197724103509,4.827844639282603,0.015698324022346367,0.6921826728036637,0.0012524895484928784
136,0.11815233613908326,-12.082947866782519,0.015698324022346367,0.6921826728036637,0.0012524895484928784
137,0.04815149288478982,-5.078204977321747,0.014804469273743018,0.7338619017291033,0.0012507293533935014
138,0.00011245716442547158,-0.2805469766126265,0.014804469273743018,0.7338619017291033,0.0012507293533935014
139,-0.042710379957007404,4.001459978637172,0.014804469273743018,0.7338619017291033,0.0012507293533935014
140,0.07542898394590385,-7.807549235834827,0.014804469273743018,0.7338619017291033,0.0012507293533935014
141,0.26857151627056447,-27.123487493969833,0.014804469273743018,0.7338619017291033,0.0012507293533935014
142,0.02698706761959128,-2.9669445357570225,0.014804469273743018,0.7338619017291033,0.0012507293533935014
143,0.03331023656580094,-3.5963562496857833,0.014804469273743018,0.7338619017291033,0.0012507293533935014
144,0.022133977775900236,-2.4801952408984533,0.014804469273743018,0.7338619017291033,0.0012507293533935014
145,-0.11608960916587742,11.342680037736528,0.013910614525139666,0.6872664458105201,0.002394497807732499
146,0.03706797641939823,-3.9702799413528993,0.013910614525139666,0.6872664458105201,0.002394497807732499
147,0.0326135682384809,-3.5298541866573316,0.013910614525139666,0.6872664458105201,0.002394497807732499
148,0.044554608578194176,-4.724815280845249,0.013910614525139666,0.6872664458105201,0.002394497807732499
149,0.00858024447362501,-1.1216744076131846,0.013910614525139666,0.6872664458105201,0.002394497807732499
150,-0.06455264247921953,6.186998177178495,0.013910614525139666,0.6872664458105201,0.002394497807732499
151,0.2327203527295071,-23.541034757629916,0.013910614525139666,0.6872664458105201,0.002394497807732499
152,0.045367670152446096,-4.803962308650625,0.013910614525139666,0.6872664458105201,0.002394497807732499
153,-0.19416547177599597,19.152817896861393,0.013016759776536314,0.6649287301521549,0.002176920987264237
154,0.08756546300557069,-9.019247031888284,0.013016759776536314,0.6649287301521549,0.002176920987264237
155,-0.014385589104739787,1.1738773222730856,0.013016759776536314,0.6649287301521549,0.002176920987264237
156,0.02401758762387023,-2.664211998275647,0.013016759776536314,0.6649287301521549,0.002176920987264237
157,0.010985750979964582,-1.3650299522458482,0.013016759776536314,0.6649287301521549,0.002176920987264237
158,0.26259713353102365,-26.524700753007323,0.013016759776536314,0.6649287301521549,0.002176920987264237
159,-0.03212106635450735,2.9450660470279644,0.013016759776536314,0.6649287301521549,0.002176920987264237
160,-0.01959537589141132,1.695964254638369,0.013016759776536314,0.6649287301521549,0.002176920987264237
161,0.027368273090003125,-3.005099041415491,0.012122905027932965,0.7239175996375677,0.0014734010224346338
162,-0.0973813471991548,9.473491879727774,0.012122905027932965,0.7239175996375677,0.0014734010224346338
163,-0.09249283093232989,8.983980836457647,0.012122905027932965,0.7239175996375677,0.0014734010224346338
164,0.07011909819414758,-7.277811206538175,0.012122905027932965,0.7239175996375677,0.0014734010224346338
165,0.12935290872648503,-13.200537838763339,0.012122905027932965,0.7239175996375677,0.0014734010224346338
166,-0.04759814345598058,4.493104224210555,0.012122905027932965,0.7239175996375677,0.0014734010224346338
167,0.03468034172824427,-3.732580394425824,0.012122905027932965,0.7239175996375677,0.0014734010224346338
168,-0.01673657648894733,1.409001877310459,0.012122905027932965,0.7239175996375677,0.0014734010224346338
169,0.039585450491639376,-4.2289599558659745,0.011229050279329609,0.750892621267496,0.0016673895492684244
170,0.10206695016068022,-10.47708350246964,0.011229050279329609,0.750892621267496,0.0016673895492684244
171,-0.06804701540655313,6.53426144238054,0.011229050279329609,0.750892621267496,0.0016673895492684244
172,-0.022681267260656852,1.998612067171635,0.011229050279329609,0.750892621267496,0.0016673895492684244
173,0.20098391611564104,-20.368284104890307,0.011229050279329609,0.750892621267496,0.0016673895492684244
174,-0.10650957548662372,10.37993783598364,0.011229050279329609,0.750892621267496,0.0016673895492684244
175,0.010697984881829561,-1.3395845770621548,0.011229050279329609,0.750892621267496,0.0016673895492684244
176,0.156819820932038,-15.94918111915274,0.011229050279329609,0.750892621267496,0.0016673895492684244
177,0.048026207763307634,-5.067856563707863,0.01033519553072626,0.6878711444593694,0.0013244246810307572
178,-0.10558250664341166,10.289632412015692,0.01033519553072626,0.6878711444593694,0.0013244246810307572
179,-0.00222968641809862,-0.04555765572924031,0.01033519553072626,0.6878711444593694,0.0013244246810307572
180,0.02482651425899408,-2.749044409070734,0.01033519553072626,0.6878711444593694,0.0013244246810307572
